                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.82659,                0.50151,                 0.9752,                 0.9717,                0.93727,                0.96188,                0.79314,                0.72852,                0.39985,                0.87994,              0.0092179,              0.0092179,              0.0092179
                     81,                0.82526,                0.50497,                0.97843,                0.97534,                0.93213,                0.96154,                0.79365,                0.72622,                0.39419,                0.87991,               0.009208,               0.009208,               0.009208
                     82,                0.81699,                0.50119,                0.97904,                0.96417,                0.93998,                0.96288,                0.79784,                0.71261,                0.39382,                0.87151,              0.0091981,              0.0091981,              0.0091981
                     83,                0.82056,                0.49705,                0.98007,                 0.9806,                0.93258,                0.96352,                0.79985,                0.71877,                0.39229,                0.87995,              0.0091882,              0.0091882,              0.0091882
                     84,                0.82037,                0.49884,                0.97987,                0.97786,                0.93457,                0.96219,                0.79678,                0.71689,                 0.3896,                0.87351,              0.0091783,              0.0091783,              0.0091783
                     85,                0.82174,                0.50328,                0.97459,                0.97114,                0.93291,                0.96054,                0.79626,                0.71894,                0.39043,                0.87491,              0.0091684,              0.0091684,              0.0091684
                     86,                0.81094,                0.49408,                0.97295,                0.97842,                0.93618,                0.96462,                0.80319,                0.70575,                0.38436,                 0.8707,              0.0091585,              0.0091585,              0.0091585
                     87,                0.80708,                0.48941,                0.96935,                0.97734,                0.93117,                0.96273,                0.80226,                0.70974,                0.38605,                0.86997,              0.0091486,              0.0091486,              0.0091486
                     88,                0.80186,                0.49229,                0.97077,                0.97517,                0.93731,                0.96328,                0.80328,                0.70242,                0.38073,                0.86835,              0.0091387,              0.0091387,              0.0091387
                     89,                 0.8056,                0.49452,                 0.9714,                0.97546,                0.93994,                0.96471,                0.80577,                0.69921,                0.37874,                0.86881,              0.0091288,              0.0091288,              0.0091288
                     90,                0.80594,                0.48705,                0.96734,                0.97382,                0.93908,                0.96502,                  0.804,                0.70182,                 0.3767,                0.85978,              0.0091189,              0.0091189,              0.0091189
                     91,                0.80066,                 0.4911,                0.96546,                0.96831,                0.93997,                0.96498,                0.80712,                0.69333,                0.37885,                0.86056,               0.009109,               0.009109,               0.009109
                     92,                0.79666,                0.48505,                0.96242,                0.97303,                 0.9385,                0.96518,                0.80659,                0.69682,                0.37444,                  0.868,              0.0090991,              0.0090991,              0.0090991
                     93,                0.79343,                0.48102,                0.96417,                0.97617,                0.93507,                0.96487,                0.80651,                0.69398,                0.37827,                 0.8652,              0.0090892,              0.0090892,              0.0090892
                     94,                0.79917,                0.48298,                0.96432,                0.97495,                0.93639,                0.96374,                0.80407,                0.69466,                0.37983,                0.86447,              0.0090793,              0.0090793,              0.0090793
                     95,                0.79227,                 0.4786,                0.96244,                0.98011,                0.93149,                0.96189,                  0.804,                 0.6923,                0.37541,                0.86029,              0.0090694,              0.0090694,              0.0090694
                     96,                0.78947,                0.47613,                0.95795,                0.97033,                0.94004,                 0.9619,                0.80762,                 0.6827,                 0.3746,                0.86084,              0.0090595,              0.0090595,              0.0090595
                     97,                0.78622,                0.47683,                0.95788,                0.97252,                0.93968,                0.96235,                0.80961,                0.68109,                 0.3712,                0.85991,              0.0090496,              0.0090496,              0.0090496
                     98,                0.79641,                0.48377,                0.96423,                0.98101,                0.93139,                0.96259,                0.81058,                0.67734,                0.37231,                0.85581,              0.0090397,              0.0090397,              0.0090397
                     99,                0.77938,                0.46762,                0.95714,                0.97407,                0.93921,                0.96311,                 0.8096,                0.68244,                0.36998,                0.85603,              0.0090298,              0.0090298,              0.0090298
                    100,                0.78696,                0.48085,                0.96237,                0.97849,                0.93276,                0.96237,                0.80656,                0.68518,                0.37146,                0.85739,              0.0090199,              0.0090199,              0.0090199
                    101,                 0.7917,                0.47196,                 0.9638,                0.96708,                 0.9435,                0.96262,                0.80808,                0.68459,                0.37147,                 0.8555,                0.00901,                0.00901,                0.00901
                    102,                0.77686,                0.47233,                0.95518,                0.97251,                0.93908,                0.96203,                0.80953,                0.67561,                0.36928,                0.85141,              0.0090001,              0.0090001,              0.0090001
                    103,                0.78675,                0.47403,                0.95827,                0.97085,                0.94175,                0.96414,                0.81069,                0.67166,                0.36742,                0.84921,              0.0089902,              0.0089902,              0.0089902
                    104,                0.77351,                0.46863,                0.95488,                0.97106,                0.94281,                0.96454,                0.81285,                0.66638,                0.36727,                0.84928,              0.0089803,              0.0089803,              0.0089803
                    105,                0.78235,                0.47361,                0.95478,                0.97729,                0.93652,                0.96454,                0.81493,                0.66451,                0.36707,                0.84813,              0.0089704,              0.0089704,              0.0089704
                    106,                0.76811,                0.46439,                 0.9543,                0.96705,                0.94664,                0.96541,                0.81585,                0.66123,                0.36734,                0.84548,              0.0089605,              0.0089605,              0.0089605
                    107,                0.77393,                0.47016,                0.95641,                0.96686,                0.94723,                0.96454,                0.81454,                0.65411,                0.36439,                0.84242,              0.0089506,              0.0089506,              0.0089506
                    108,                0.77195,                0.46983,                0.95286,                0.97463,                0.94136,                0.96493,                 0.8173,                0.65284,                0.35752,                0.83902,              0.0089407,              0.0089407,              0.0089407
                    109,                0.76626,                0.46171,                 0.9539,                0.96842,                 0.9443,                0.96478,                 0.8183,                0.65141,                0.35964,                0.83751,              0.0089308,              0.0089308,              0.0089308
                    110,                0.76828,                0.46723,                0.95198,                0.97048,                 0.9429,                0.96444,                0.81661,                0.65577,                0.35724,                0.84005,              0.0089209,              0.0089209,              0.0089209
                    111,                0.76634,                0.46123,                 0.9496,                0.97383,                0.94361,                0.96515,                0.81629,                0.65672,                0.35764,                0.83896,               0.008911,               0.008911,               0.008911
                    112,                 0.7633,                0.46013,                 0.9511,                0.96695,                0.94645,                0.96324,                0.81668,                0.65262,                0.35846,                0.83688,              0.0089011,              0.0089011,              0.0089011
                    113,                0.76347,                0.46393,                0.94805,                0.97502,                0.93848,                0.96345,                0.81817,                0.65021,                0.35832,                0.83608,              0.0088912,              0.0088912,              0.0088912
                    114,                0.76258,                0.45966,                0.94544,                0.97233,                0.94248,                0.96317,                0.81785,                0.64522,                 0.3563,                0.83487,              0.0088813,              0.0088813,              0.0088813
                    115,                 0.7497,                0.45781,                0.94362,                0.97549,                0.94005,                0.96432,                0.81811,                0.64649,                0.35547,                0.83421,              0.0088714,              0.0088714,              0.0088714
                    116,                0.75467,                0.45386,                0.94271,                0.97698,                0.94026,                0.96441,                0.81872,                0.64606,                0.35373,                0.83287,              0.0088615,              0.0088615,              0.0088615
                    117,                0.75684,                0.45605,                0.94711,                0.97757,                0.93924,                0.96417,                0.81921,                0.64599,                 0.3547,                0.83103,              0.0088516,              0.0088516,              0.0088516
                    118,                0.76268,                0.45672,                0.94554,                0.97264,                 0.9413,                0.96415,                0.82077,                0.64514,                0.35153,                0.82984,              0.0088417,              0.0088417,              0.0088417
                    119,                0.74882,                0.45648,                0.94344,                0.97435,                0.94173,                0.96498,                0.82104,                0.64532,                0.35189,                0.82865,              0.0088318,              0.0088318,              0.0088318
                    120,                0.75218,                0.45421,                0.94675,                0.97678,                0.94051,                0.96448,                0.82144,                0.64376,                0.35025,                0.82975,              0.0088219,              0.0088219,              0.0088219
                    121,                0.75059,                0.45571,                0.94311,                 0.9727,                0.94464,                0.96455,                0.82279,                0.64074,                0.34933,                0.82775,               0.008812,               0.008812,               0.008812
                    122,                0.75075,                0.44999,                0.94303,                0.97249,                0.94603,                0.96549,                0.82402,                0.63935,                0.34656,                0.82829,              0.0088021,              0.0088021,              0.0088021
                    123,                0.73567,                0.44205,                0.93991,                 0.9759,                0.94533,                0.96574,                0.82491,                 0.6402,                0.34917,                0.82754,              0.0087922,              0.0087922,              0.0087922
                    124,                0.74199,                 0.4443,                0.94058,                0.98015,                0.94039,                0.96582,                0.82577,                0.63677,                0.34758,                0.82647,              0.0087823,              0.0087823,              0.0087823
                    125,                0.74654,                0.44982,                0.94041,                0.97645,                0.94161,                 0.9662,                0.82691,                  0.634,                0.34635,                0.82519,              0.0087724,              0.0087724,              0.0087724
                    126,                0.73797,                0.44669,                0.94301,                0.97663,                0.94288,                0.96586,                0.82573,                0.63128,                0.34461,                 0.8233,              0.0087625,              0.0087625,              0.0087625
                    127,                0.74653,                0.44758,                 0.9409,                0.97638,                0.94294,                0.96569,                0.82541,                 0.6324,                0.34741,                0.82396,              0.0087526,              0.0087526,              0.0087526
                    128,                0.74694,                 0.4483,                  0.943,                0.97867,                0.94247,                0.96571,                0.82463,                0.63065,                0.34494,                0.82376,              0.0087427,              0.0087427,              0.0087427
                    129,                 0.7301,                0.44281,                0.93622,                 0.9784,                0.94205,                  0.966,                0.82554,                 0.6312,                0.34392,                0.82418,              0.0087328,              0.0087328,              0.0087328
                    130,                0.73368,                0.44604,                0.93977,                0.98171,                0.93948,                0.96581,                0.82464,                0.62993,                0.34369,                0.82413,              0.0087229,              0.0087229,              0.0087229
                    131,                0.73736,                0.44457,                0.93836,                0.98052,                0.93861,                0.96556,                0.82571,                0.63086,                0.34227,                0.82502,               0.008713,               0.008713,               0.008713
                    132,                0.73814,                0.44248,                0.93951,                0.97786,                0.94205,                0.96564,                0.82656,                0.63164,                0.34079,                0.82612,              0.0087031,              0.0087031,              0.0087031
                    133,                0.73477,                0.43986,                0.93519,                0.97605,                0.94285,                 0.9657,                0.82762,                0.62994,                0.34085,                 0.8253,              0.0086932,              0.0086932,              0.0086932
