                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                0.95287,                 0.5883,                 1.0296,                0.38094,                 0.9459,                0.39513,                0.31189,                0.64481,                 1.6516,                0.71926,              0.0093268,              0.0093268,              0.0093268
                     70,                0.94227,                0.58817,                 1.0299,                0.38023,                0.94476,                0.39501,                0.31329,                0.63769,                 1.6494,                0.71404,              0.0093169,              0.0093169,              0.0093169
                     71,                0.94226,                0.58601,                  1.026,                0.38074,                0.94483,                0.39746,                0.31558,                 0.6358,                  1.619,                0.71275,               0.009307,               0.009307,               0.009307
                     72,                0.93936,                0.58061,                 1.0209,                0.38265,                0.94521,                0.39801,                0.31594,                0.63514,                   1.64,                0.71201,              0.0092971,              0.0092971,              0.0092971
                     73,                 0.9307,                0.57188,                 1.0175,                0.38179,                0.94771,                0.39601,                0.31414,                0.63278,                 1.6287,                  0.709,              0.0092872,              0.0092872,              0.0092872
                     74,                0.92933,                0.57383,                  1.021,                 0.3824,                0.94832,                0.39622,                0.31449,                0.63167,                 1.6526,                0.70865,              0.0092773,              0.0092773,              0.0092773
                     75,                0.92748,                0.57112,                 1.0164,                0.38025,                 0.9471,                0.39544,                0.31367,                 0.6296,                 1.6539,                0.70632,              0.0092674,              0.0092674,              0.0092674
                     76,                0.92517,                0.57285,                 1.0161,                0.38143,                0.94668,                0.39469,                0.31404,                0.62734,                 1.6504,                0.70565,              0.0092575,              0.0092575,              0.0092575
                     77,                0.92587,                0.56889,                 1.0164,                0.38268,                 0.9471,                0.39648,                0.31666,                0.62377,                 1.6404,                0.70415,              0.0092476,              0.0092476,              0.0092476
                     78,                0.92498,                0.56637,                 1.0165,                0.38049,                0.94794,                0.39587,                0.31738,                0.61999,                 1.6258,                0.70376,              0.0092377,              0.0092377,              0.0092377
                     79,                0.91563,                0.55986,                 1.0121,                0.38205,                0.94823,                0.39576,                0.31763,                 0.6196,                 1.6347,                0.70175,              0.0092278,              0.0092278,              0.0092278
                     80,                0.92044,                0.56456,                 1.0155,                0.38315,                0.94755,                0.39588,                0.31701,                0.62102,                 1.6371,                0.70274,              0.0092179,              0.0092179,              0.0092179
                     81,                0.90621,                0.55402,                 1.0121,                0.38376,                0.94988,                0.39609,                0.31787,                0.61804,                 1.6385,                0.70016,               0.009208,               0.009208,               0.009208
                     82,                0.90733,                0.55955,                 1.0094,                0.38478,                 0.9502,                0.39713,                0.31848,                0.61655,                 1.6376,                0.69843,              0.0091981,              0.0091981,              0.0091981
                     83,                0.90801,                0.55812,                  1.009,                0.38541,                0.94959,                  0.398,                0.31832,                0.61321,                 1.6379,                 0.6967,              0.0091882,              0.0091882,              0.0091882
                     84,                0.91259,                0.56602,                 1.0113,                0.38398,                0.94959,                 0.3968,                0.31903,                0.61309,                 1.6413,                0.69692,              0.0091783,              0.0091783,              0.0091783
                     85,                0.90761,                0.56016,                  1.011,                0.38439,                0.95166,                0.39598,                0.31806,                0.61129,                 1.6512,                0.69818,              0.0091684,              0.0091684,              0.0091684
                     86,                0.90108,                0.54986,                 1.0041,                 0.3849,                0.95082,                 0.3949,                0.31763,                0.61045,                 1.6649,                0.69689,              0.0091585,              0.0091585,              0.0091585
                     87,                 0.8923,                0.55079,                 1.0076,                0.38444,                 0.9527,                0.39511,                0.31726,                0.60868,                   1.68,                0.69648,              0.0091486,              0.0091486,              0.0091486
                     88,                0.89311,                0.55555,                 1.0033,                 0.3835,                0.95373,                0.39645,                0.31838,                 0.6081,                 1.6915,                0.69557,              0.0091387,              0.0091387,              0.0091387
                     89,                0.90352,                0.55544,                 1.0089,                0.38296,                0.95373,                0.39699,                 0.3184,                0.60586,                 1.6866,                0.69401,              0.0091288,              0.0091288,              0.0091288
                     90,                0.89767,                0.55431,                 1.0057,                0.38363,                0.95457,                0.39834,                0.31962,                0.60454,                 1.6897,                0.69244,              0.0091189,              0.0091189,              0.0091189
                     91,                0.89074,                0.54417,                  1.003,                0.38318,                0.95373,                0.39588,                0.31908,                0.60423,                  1.684,                0.69337,               0.009109,               0.009109,               0.009109
                     92,                0.89287,                0.55083,                0.99877,                0.38363,                0.95414,                0.39529,                0.31834,                0.60147,                 1.6825,                0.69147,              0.0090991,              0.0090991,              0.0090991
                     93,                 0.8915,                0.54574,                0.99894,                0.38319,                0.95349,                 0.3953,                0.31846,                0.60006,                 1.6857,                0.69054,              0.0090892,              0.0090892,              0.0090892
                     94,                0.88635,                0.54504,                0.99713,                0.38433,                 0.9538,                0.39485,                0.31925,                0.60015,                 1.6855,                0.69001,              0.0090793,              0.0090793,              0.0090793
                     95,                0.88016,                0.54162,                0.99342,                0.38357,                0.95332,                0.39525,                 0.3203,                0.59763,                 1.6869,                0.68888,              0.0090694,              0.0090694,              0.0090694
                     96,                0.88511,                0.54554,                 0.9971,                0.38436,                0.95312,                0.39581,                0.32098,                0.59694,                 1.6842,                 0.6878,              0.0090595,              0.0090595,              0.0090595
